Image_Name,Generation,Generation_Time_Seconds,Solution_ID,Obj1_Attack_Score,Obj2_Distortion_Score,Active_MMRs,MMR1_Rotation,MMR2_Scale,MMR3_HistEq,MMR4_Downsample,MMR5_Shear,MMR6_Translate,Original_Caption,Original_Categories,Transformed_Caption,Transformed_Categories
2350.jpg,1,83.508627,0,1.500000,2.252227,4,True,False,True,True,False,True,"1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One red object
4. Objects: One red object","Trash:0, Objects:1, Animal:0, Vegetation:0"
2350.jpg,1,83.508627,1,1.500000,2.015826,4,False,False,True,True,True,True,"1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One red object
4. Objects: One red object","Trash:0, Objects:1, Animal:0, Vegetation:0"
2350.jpg,1,83.508627,2,1.500000,1.043852,2,False,False,True,False,True,False,"1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One red object
4. Objects: One red object","Trash:0, Objects:1, Animal:0, Vegetation:0"
2350.jpg,1,83.508627,3,0.500000,1.183540,2,False,True,True,False,False,False,"1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One piece of trash
4. Objects: One piece of trash","Trash:1, Objects:0, Animal:0, Vegetation:0"
2350.jpg,1,83.508627,4,1.500000,0.904294,1,False,True,False,False,False,False,"1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One red object
4. Objects: One red object","Trash:0, Objects:1, Animal:0, Vegetation:0"
2350.jpg,1,83.508627,5,1.000000,1.958035,4,True,False,True,True,False,True,"1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: 1 piece of trash
4. Objects: 1 red object","Trash:1, Objects:1, Animal:0, Vegetation:0"
2350.jpg,1,83.508627,6,0.500000,0.612357,1,True,False,False,False,False,False,"1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: 1 fish
2. Vegetation: 1 red plant
3. Trash: 1 piece of trash
4. Objects: 1 piece of trash","Trash:1, Objects:0, Animal:1, Vegetation:1"
2350.jpg,1,83.508627,7,1.500000,4.335759,5,True,True,True,False,True,True,"1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One red object
4. Objects: One red object","Trash:0, Objects:1, Animal:0, Vegetation:0"
2350.jpg,1,83.508627,8,0.500000,2.435047,4,False,True,False,True,True,True,"1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: 1 fish
2. Vegetation: 1 plant
3. Trash: 1 piece of trash
4. Objects: 1 piece of trash","Trash:1, Objects:0, Animal:1, Vegetation:1"
2350.jpg,1,83.508627,9,1.500000,2.547506,4,True,True,False,True,True,False,"1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One red object
4. Objects: One red object","Trash:0, Objects:1, Animal:0, Vegetation:0"
2350.jpg,1,83.508627,10,0.000000,0.000000,0,False,False,False,False,False,False,"1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0"
2350.jpg,1,83.508627,11,1.500000,0.566242,2,False,False,True,False,True,False,"1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One red object
4. Objects: One red object","Trash:0, Objects:1, Animal:0, Vegetation:0"
2350.jpg,1,83.508627,12,0.000000,0.000000,0,False,False,False,False,False,False,"1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0"
2350.jpg,1,83.508627,13,1.000000,1.286250,3,False,False,True,True,False,True,"1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: 1 piece of trash
4. Objects: 1 red object","Trash:1, Objects:1, Animal:0, Vegetation:0"
2350.jpg,1,83.508627,14,1.500000,2.481779,4,True,True,True,False,True,False,"1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One red object
4. Objects: One red object","Trash:0, Objects:1, Animal:0, Vegetation:0"
2350.jpg,1,83.508627,15,1.500000,1.931633,3,True,False,False,False,True,True,"1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One red object
4. Objects: One red object","Trash:0, Objects:1, Animal:0, Vegetation:0"
2350.jpg,1,83.508627,16,0.000000,0.592108,2,True,False,True,False,False,False,"1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 tangled mess of ropes and other debris
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0"
2350.jpg,1,83.508627,17,1.500000,0.450593,2,False,False,True,True,False,False,"1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One red object
4. Objects: One red object","Trash:0, Objects:1, Animal:0, Vegetation:0"
2350.jpg,1,83.508627,18,0.500000,0.902471,1,False,False,False,False,True,False,"1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0",1. Animals: There are no visible animals in the underwater image.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
2350.jpg,1,83.508627,19,0.500000,1.425981,3,True,True,False,True,False,False,"1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: 1 fish
2. Vegetation: 1 red seaweed
3. Trash: 1 piece of trash
4. Objects: 1 piece of trash","Trash:1, Objects:0, Animal:1, Vegetation:1"
2350.jpg,1,83.508627,20,1.000000,2.466104,4,True,True,True,False,True,False,"1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One red starfish
4. Objects: One pile of tangled rope","Trash:0, Objects:0, Animal:0, Vegetation:0"
2350.jpg,1,83.508627,21,0.500000,0.548116,1,True,False,False,False,False,False,"1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: 1 fish
2. Vegetation: 1 plant
3. Trash: 1 piece of trash
4. Objects: 1 piece of trash","Trash:1, Objects:0, Animal:1, Vegetation:1"
2350.jpg,1,83.508627,22,1.500000,1.109576,3,True,False,True,False,True,False,"1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One red object
4. Objects: One red object","Trash:0, Objects:1, Animal:0, Vegetation:0"
2350.jpg,1,83.508627,23,0.000000,0.377703,2,True,False,True,False,False,False,"1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled rope
4. Objects: 1 red coral","Trash:1, Objects:0, Animal:1, Vegetation:0"
2350.jpg,1,83.508627,24,1.500000,0.750483,2,False,True,False,False,True,False,"1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: 1 red object
4. Objects: 1 red object","Trash:0, Objects:1, Animal:0, Vegetation:0"
2350.jpg,1,83.508627,25,1.500000,1.746496,3,False,True,True,True,False,False,"1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One red object
4. Objects: One red object","Trash:0, Objects:1, Animal:0, Vegetation:0"
2350.jpg,1,83.508627,26,0.500000,3.093983,6,True,True,True,True,True,True,"1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One piece of trash
4. Objects: One red starfish","Trash:1, Objects:0, Animal:0, Vegetation:0"
2350.jpg,1,83.508627,27,1.500000,2.423854,3,False,True,False,True,True,False,"1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One red object
4. Objects: One red object","Trash:0, Objects:1, Animal:0, Vegetation:0"
2350.jpg,1,83.508627,28,1.500000,1.211180,3,False,False,True,True,False,True,"1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One red object
4. Objects: One red object","Trash:0, Objects:1, Animal:0, Vegetation:0"
2350.jpg,1,83.508627,29,1.500000,0.817146,3,False,False,True,False,True,True,"1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One red object
4. Objects: One red object","Trash:0, Objects:1, Animal:0, Vegetation:0"
2350.jpg,2,84.546396,0,0.000000,0.000000,0,False,False,False,False,False,False,"1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0"
2350.jpg,2,84.546396,1,0.000000,0.000000,0,False,False,False,False,False,False,"1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0"
2350.jpg,2,84.546396,2,1.500000,0.450593,2,False,False,True,True,False,False,"1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One red object
4. Objects: One red object","Trash:0, Objects:1, Animal:0, Vegetation:0"
2350.jpg,2,84.546396,3,0.000000,0.000000,0,False,False,False,False,False,False,"1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0"
2350.jpg,2,84.546396,4,0.000000,0.000000,0,False,False,False,False,False,False,"1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0"
2350.jpg,2,84.546396,5,1.500000,0.566242,2,False,False,True,False,True,False,"1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One red object
4. Objects: One red object","Trash:0, Objects:1, Animal:0, Vegetation:0"
2350.jpg,2,84.546396,6,0.500000,0.548116,1,True,False,False,False,False,False,"1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: 1 fish
2. Vegetation: 1 plant
3. Trash: 1 piece of trash
4. Objects: 1 piece of trash","Trash:1, Objects:0, Animal:1, Vegetation:1"
2350.jpg,2,84.546396,7,0.000000,0.377703,2,True,False,True,False,False,False,"1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled rope
4. Objects: 1 red coral","Trash:1, Objects:0, Animal:1, Vegetation:0"
2350.jpg,2,84.546396,8,0.000000,0.377703,2,True,False,True,False,False,False,"1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled rope
4. Objects: 1 red coral","Trash:1, Objects:0, Animal:1, Vegetation:0"
2350.jpg,2,84.546396,9,1.500000,0.688029,2,False,False,True,False,False,True,"1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One red object
4. Objects: One red object","Trash:0, Objects:1, Animal:0, Vegetation:0"
2350.jpg,2,84.546396,10,0.500000,0.612357,1,True,False,False,False,False,False,"1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: 1 fish
2. Vegetation: 1 red plant
3. Trash: 1 piece of trash
4. Objects: 1 piece of trash","Trash:1, Objects:0, Animal:1, Vegetation:1"
