Image_Name,Generation,Generation_Time_Seconds,Solution_ID,Obj1_Attack_Score,Obj2_Distortion_Score,Active_MMRs,MMR1_Rotation,MMR2_Scale,MMR3_HistEq,MMR4_Downsample,MMR5_Shear,MMR6_Translate,Original_Caption,Original_Categories,Transformed_Caption,Transformed_Categories
233.jpg,1,64.670051,0,0.000000,0.982555,3,True,True,False,False,False,True,"1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: Rocks","Trash:0, Objects:0, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: 1 rock","Trash:0, Objects:0, Animal:0, Vegetation:0"
233.jpg,1,64.670051,1,0.000000,2.438740,5,False,True,True,True,True,True,"1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: Rocks","Trash:0, Objects:0, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: 1 rock","Trash:0, Objects:0, Animal:0, Vegetation:0"
233.jpg,1,64.670051,2,0.000000,2.096307,4,False,True,True,False,True,True,"1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: Rocks","Trash:0, Objects:0, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: 1 rock","Trash:0, Objects:0, Animal:0, Vegetation:0"
233.jpg,1,64.670051,3,0.000000,2.082431,3,True,True,False,True,False,False,"1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: Rocks","Trash:0, Objects:0, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: 2 rocks","Trash:0, Objects:0, Animal:0, Vegetation:0"
233.jpg,1,64.670051,4,0.000000,1.514406,3,False,True,True,False,True,False,"1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: Rocks","Trash:0, Objects:0, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: A rocky surface","Trash:0, Objects:0, Animal:0, Vegetation:0"
233.jpg,1,64.670051,5,0.500000,0.641799,1,False,False,True,False,False,False,"1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: Rocks","Trash:0, Objects:0, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: 1 piece of trash
4. Objects: 1 rock","Trash:1, Objects:0, Animal:0, Vegetation:0"
233.jpg,1,64.670051,6,0.000000,1.236814,2,False,True,True,False,False,False,"1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: Rocks","Trash:0, Objects:0, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: 1 rock","Trash:0, Objects:0, Animal:0, Vegetation:0"
233.jpg,1,64.670051,7,0.000000,2.412014,4,True,False,True,False,True,True,"1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: Rocks","Trash:0, Objects:0, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: A rocky surface","Trash:0, Objects:0, Animal:0, Vegetation:0"
233.jpg,1,64.670051,8,0.500000,1.440398,3,False,True,True,False,False,True,"1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: Rocks","Trash:0, Objects:0, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: 1 piece of trash
4. Objects: 1 rock","Trash:1, Objects:0, Animal:0, Vegetation:0"
233.jpg,1,64.670051,9,0.000000,1.379828,3,True,False,True,True,False,False,"1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: Rocks","Trash:0, Objects:0, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: A rocky surface","Trash:0, Objects:0, Animal:0, Vegetation:0"
233.jpg,1,64.670051,10,0.000000,1.350084,4,False,True,True,True,True,False,"1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: Rocks","Trash:0, Objects:0, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: A rocky surface","Trash:0, Objects:0, Animal:0, Vegetation:0"
233.jpg,1,64.670051,11,0.000000,2.480925,3,True,True,True,False,False,False,"1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: Rocks","Trash:0, Objects:0, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: 1 rock
4. Objects: 1 rock","Trash:0, Objects:0, Animal:0, Vegetation:0"
233.jpg,1,64.670051,12,0.000000,0.995783,2,True,False,True,False,False,False,"1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: Rocks","Trash:0, Objects:0, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: A rocky surface","Trash:0, Objects:0, Animal:0, Vegetation:0"
233.jpg,1,64.670051,13,0.000000,0.523006,1,False,False,False,True,False,False,"1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: Rocks","Trash:0, Objects:0, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: Rocks","Trash:0, Objects:0, Animal:0, Vegetation:0"
233.jpg,1,64.670051,14,0.000000,1.105508,2,False,True,False,False,False,True,"1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: Rocks","Trash:0, Objects:0, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: 1 rock","Trash:0, Objects:0, Animal:0, Vegetation:0"
