Image_Name,Generation,Selected_MMRs,Active_Count,Overall_Fitness,Obj1_Attack_Score,Obj2_Distortion_Score,MMR_Parameters,Original_Caption,Original_Categories,Transformed_Caption,Transformed_Categories
01356.jpg,1,"[""MMR4_Downsample"", ""MMR6_Translate"", ""MMR1_Rotation"", ""MMR2_Scale"", ""MMR5_Shear""]",5,nan,0.000000,2.908687,"{""MMR4_Downsample"": {""scale_factor"": 0.9925591146262158}, ""MMR6_Translate"": {""h_shift_pct"": 0.028757434040338113}, ""MMR1_Rotation"": {""angle"": -4.053860576073344}, ""MMR2_Scale"": {""zoom_level"": 0.8926450607962171}, ""MMR5_Shear"": {""h_shear"": 0.106061195423886}}",1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,2,"[""MMR6_Translate"", ""MMR5_Shear"", ""MMR3_HistEq"", ""MMR1_Rotation""]",4,nan,0.000000,3.769742,"{""MMR6_Translate"": {""h_shift_pct"": -0.00916200453241297}, ""MMR5_Shear"": {""h_shear"": -0.11238656833369273}, ""MMR3_HistEq"": {""clip_limit"": 2.8512796675049445}, ""MMR1_Rotation"": {""angle"": -4.319092398681223}}",1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,3,"[""MMR1_Rotation""]",1,nan,0.000000,0.070296,"{""MMR1_Rotation"": {""angle"": -0.35147871269903774}}",1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,4,"[""MMR2_Scale"", ""MMR1_Rotation"", ""MMR5_Shear""]",3,nan,0.000000,1.281041,"{""MMR2_Scale"": {""zoom_level"": 0.7836874564114606}, ""MMR1_Rotation"": {""angle"": -0.7929709216225564}, ""MMR5_Shear"": {""h_shear"": 0.060210796944881184}}",1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,5,"[""MMR1_Rotation"", ""MMR4_Downsample"", ""MMR2_Scale"", ""MMR5_Shear""]",4,nan,0.000000,2.056421,"{""MMR1_Rotation"": {""angle"": -2.3597834850096024}, ""MMR4_Downsample"": {""scale_factor"": 0.9084325787717074}, ""MMR2_Scale"": {""zoom_level"": 0.9066483594554503}, ""MMR5_Shear"": {""h_shear"": -0.053642682058746546}}",1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,6,"[""MMR2_Scale""]",1,nan,0.000000,0.109506,"{""MMR2_Scale"": {""zoom_level"": 1.0328518819365153}}",1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,7,"[""MMR6_Translate"", ""MMR1_Rotation"", ""MMR2_Scale"", ""MMR4_Downsample"", ""MMR5_Shear""]",5,nan,0.000000,3.283197,"{""MMR6_Translate"": {""h_shift_pct"": -0.006750837194979292}, ""MMR1_Rotation"": {""angle"": 3.4415957891073656}, ""MMR2_Scale"": {""zoom_level"": 1.2305663163559846}, ""MMR4_Downsample"": {""scale_factor"": 0.9243177581801615}, ""MMR5_Shear"": {""h_shear"": 0.1266709611638391}}",1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,8,"[""MMR6_Translate"", ""MMR2_Scale"", ""MMR1_Rotation"", ""MMR5_Shear""]",4,nan,0.000000,1.097163,"{""MMR6_Translate"": {""h_shift_pct"": 0.005539674891412556}, ""MMR2_Scale"": {""zoom_level"": 1.1910066147773999}, ""MMR1_Rotation"": {""angle"": 1.2308578447363985}, ""MMR5_Shear"": {""h_shear"": -0.0044470357506599945}}",1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,9,"[""MMR6_Translate"", ""MMR1_Rotation"", ""MMR4_Downsample""]",3,nan,0.000000,1.919276,"{""MMR6_Translate"": {""h_shift_pct"": 0.02722158783399887}, ""MMR1_Rotation"": {""angle"": 1.4135344005923214}, ""MMR4_Downsample"": {""scale_factor"": 0.9270817389632884}}",1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,10,"[""MMR6_Translate"", ""MMR1_Rotation"", ""MMR5_Shear"", ""MMR4_Downsample""]",4,nan,0.000000,1.173031,"{""MMR6_Translate"": {""h_shift_pct"": -0.005693573359693747}, ""MMR1_Rotation"": {""angle"": 0.6275095622922695}, ""MMR5_Shear"": {""h_shear"": 0.02782883846194817}, ""MMR4_Downsample"": {""scale_factor"": 0.932778241296999}}",1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
