Image_Name,Generation,Selected_MMRs,Active_Count,Overall_Fitness,Obj1_Attack_Score,Obj2_Distortion_Score,MMR_Parameters,Original_Caption,Original_Categories,Transformed_Caption,Transformed_Categories
03-46-03.jpg,1,"[""MMR5_Shear"", ""MMR4_Downsample"", ""MMR3_HistEq"", ""MMR1_Rotation"", ""MMR2_Scale"", ""MMR6_Translate""]",6,nan,0.000000,2.110187,"{""MMR5_Shear"": {""h_shear"": -0.0013964894437808184}, ""MMR4_Downsample"": {""scale_factor"": 0.921794497994671}, ""MMR3_HistEq"": {""clip_limit"": 1.5183860526283688}, ""MMR1_Rotation"": {""angle"": -1.5760337924584187}, ""MMR2_Scale"": {""zoom_level"": 0.9508257661307946}, ""MMR6_Translate"": {""h_shift_pct"": 0.009639444151609992}}",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
03-46-03.jpg,2,"[""MMR6_Translate"", ""MMR4_Downsample"", ""MMR3_HistEq"", ""MMR5_Shear"", ""MMR1_Rotation""]",5,nan,0.000000,2.253773,"{""MMR6_Translate"": {""h_shift_pct"": -0.0056134160720451715}, ""MMR4_Downsample"": {""scale_factor"": 0.9930118464874296}, ""MMR3_HistEq"": {""clip_limit"": 2.6920015838964355}, ""MMR5_Shear"": {""h_shear"": 0.0351564180059252}, ""MMR1_Rotation"": {""angle"": 0.35199798167780205}}",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: A fish is visible in the underwater image.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
03-46-03.jpg,3,"[""MMR4_Downsample"", ""MMR1_Rotation"", ""MMR5_Shear""]",3,nan,0.000000,0.712759,"{""MMR4_Downsample"": {""scale_factor"": 0.9751424151176151}, ""MMR1_Rotation"": {""angle"": -2.2269171164264656}, ""MMR5_Shear"": {""h_shear"": 0.0028199546300965994}}",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
03-46-03.jpg,4,"[""MMR3_HistEq"", ""MMR2_Scale"", ""MMR4_Downsample"", ""MMR5_Shear"", ""MMR1_Rotation""]",5,nan,0.000000,3.877590,"{""MMR3_HistEq"": {""clip_limit"": 1.7090513530684395}, ""MMR2_Scale"": {""zoom_level"": 1.1799263224807852}, ""MMR4_Downsample"": {""scale_factor"": 0.9090698208421246}, ""MMR5_Shear"": {""h_shear"": -0.14710790129933748}, ""MMR1_Rotation"": {""angle"": 3.3938152034627542}}",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There is a fish in the underwater image.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
03-46-03.jpg,5,"[""MMR4_Downsample"", ""MMR1_Rotation"", ""MMR6_Translate"", ""MMR3_HistEq"", ""MMR5_Shear""]",5,nan,0.000000,2.260866,"{""MMR4_Downsample"": {""scale_factor"": 0.9101481414882242}, ""MMR1_Rotation"": {""angle"": -2.3332958108363155}, ""MMR6_Translate"": {""h_shift_pct"": -0.0006383912362016991}, ""MMR3_HistEq"": {""clip_limit"": 1.5538431146442435}, ""MMR5_Shear"": {""h_shear"": 0.04808484798639809}}",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
03-46-03.jpg,6,"[""MMR6_Translate"", ""MMR4_Downsample"", ""MMR1_Rotation"", ""MMR3_HistEq"", ""MMR2_Scale"", ""MMR5_Shear""]",6,nan,0.000000,1.981484,"{""MMR6_Translate"": {""h_shift_pct"": -0.026155422205025605}, ""MMR4_Downsample"": {""scale_factor"": 0.9804898130369555}, ""MMR1_Rotation"": {""angle"": -0.12522383778083768}, ""MMR3_HistEq"": {""clip_limit"": 1.7622472716600077}, ""MMR2_Scale"": {""zoom_level"": 0.9964335877090795}, ""MMR5_Shear"": {""h_shear"": 0.017303121959814982}}",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
03-46-03.jpg,7,"[""MMR6_Translate"", ""MMR1_Rotation""]",2,nan,0.000000,0.963252,"{""MMR6_Translate"": {""h_shift_pct"": 0.004530681934343438}, ""MMR1_Rotation"": {""angle"": 4.061147633269986}}",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There is a fish in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
03-46-03.jpg,8,"[""MMR1_Rotation"", ""MMR2_Scale"", ""MMR6_Translate""]",3,nan,0.000000,0.544188,"{""MMR1_Rotation"": {""angle"": -1.8320459460476233}, ""MMR2_Scale"": {""zoom_level"": 0.9540705436007106}, ""MMR6_Translate"": {""h_shift_pct"": -0.0007404141492945784}}",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: One fish is visible in the underwater image.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
03-46-03.jpg,9,"[""MMR5_Shear"", ""MMR1_Rotation"", ""MMR6_Translate"", ""MMR3_HistEq"", ""MMR2_Scale"", ""MMR4_Downsample""]",6,nan,0.000000,3.594878,"{""MMR5_Shear"": {""h_shear"": 0.002034436660983463}, ""MMR1_Rotation"": {""angle"": -0.7106805380115091}, ""MMR6_Translate"": {""h_shift_pct"": 0.02310148790261301}, ""MMR3_HistEq"": {""clip_limit"": 2.6483167806174515}, ""MMR2_Scale"": {""zoom_level"": 1.172014536904052}, ""MMR4_Downsample"": {""scale_factor"": 0.9552569123057568}}",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
03-46-03.jpg,10,"[""MMR5_Shear"", ""MMR3_HistEq"", ""MMR1_Rotation""]",3,nan,0.000000,2.323218,"{""MMR5_Shear"": {""h_shear"": 0.01191478237496607}, ""MMR3_HistEq"": {""clip_limit"": 2.583691120553002}, ""MMR1_Rotation"": {""angle"": -3.300475783739991}}",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are no visible animals in the underwater image.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
03-46-03.jpg,11,"[""MMR5_Shear"", ""MMR1_Rotation"", ""MMR4_Downsample"", ""MMR2_Scale"", ""MMR3_HistEq"", ""MMR6_Translate""]",6,nan,1.000000,4.044739,"{""MMR5_Shear"": {""h_shear"": -0.0531978307179668}, ""MMR1_Rotation"": {""angle"": 2.931065506994295}, ""MMR4_Downsample"": {""scale_factor"": 0.9198517542375197}, ""MMR2_Scale"": {""zoom_level"": 0.7157417407147283}, ""MMR3_HistEq"": {""clip_limit"": 1.4228468779571757}, ""MMR6_Translate"": {""h_shift_pct"": -0.027960493174196806}}",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0","1. Animals: 1 fish
2. Vegetation: 1 plant
3. Trash: 1 piece of trash
4. Objects: 1 frame","Trash:1, Objects:0, Animal:1, Vegetation:1"
03-46-03.jpg,12,"[""MMR1_Rotation""]",1,nan,0.000000,0.922186,"{""MMR1_Rotation"": {""angle"": -4.6109295350521515}}",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There is a fish in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
03-46-03.jpg,13,"[""MMR3_HistEq""]",1,nan,0.000000,0.609284,"{""MMR3_HistEq"": {""clip_limit"": 1.609284125232948}}",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are no visible animals in the underwater image.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
03-46-03.jpg,14,"[""MMR2_Scale"", ""MMR3_HistEq""]",2,nan,1.500000,1.712523,"{""MMR2_Scale"": {""zoom_level"": 0.9391475719017687}, ""MMR3_HistEq"": {""clip_limit"": 2.509681876589163}}",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0","1. Animals: 1 fish
2. Vegetation: 1 plant
3. Trash: 1 piece of trash
4. Objects: 1 object","Trash:1, Objects:1, Animal:1, Vegetation:1"
03-46-03.jpg,15,"[""MMR2_Scale"", ""MMR6_Translate"", ""MMR5_Shear"", ""MMR4_Downsample""]",4,nan,0.000000,2.749206,"{""MMR2_Scale"": {""zoom_level"": 1.1451629809025887}, ""MMR6_Translate"": {""h_shift_pct"": 0.026887073137601657}, ""MMR5_Shear"": {""h_shear"": 0.06167261340991764}, ""MMR4_Downsample"": {""scale_factor"": 0.9042057195948245}}",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
03-46-03.jpg,16,"[""MMR5_Shear"", ""MMR3_HistEq"", ""MMR2_Scale"", ""MMR1_Rotation"", ""MMR4_Downsample"", ""MMR6_Translate""]",6,nan,0.000000,2.815920,"{""MMR5_Shear"": {""h_shear"": -0.1420476584046216}, ""MMR3_HistEq"": {""clip_limit"": 1.1842585302354138}, ""MMR2_Scale"": {""zoom_level"": 1.0865089437959439}, ""MMR1_Rotation"": {""angle"": -4.986858161039902}, ""MMR4_Downsample"": {""scale_factor"": 0.9913007186986712}, ""MMR6_Translate"": {""h_shift_pct"": 0.009358499112335994}}",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
03-46-03.jpg,17,"[""MMR3_HistEq""]",1,nan,0.000000,1.878243,"{""MMR3_HistEq"": {""clip_limit"": 2.878242582991956}}",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are no visible animals in the underwater image.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
03-46-03.jpg,18,"[""MMR4_Downsample"", ""MMR1_Rotation"", ""MMR6_Translate"", ""MMR3_HistEq"", ""MMR5_Shear"", ""MMR2_Scale""]",6,nan,0.000000,3.282122,"{""MMR4_Downsample"": {""scale_factor"": 0.9879861818948642}, ""MMR1_Rotation"": {""angle"": 0.6553520668289634}, ""MMR6_Translate"": {""h_shift_pct"": 0.0034933629488027654}, ""MMR3_HistEq"": {""clip_limit"": 2.693298295097117}, ""MMR5_Shear"": {""h_shear"": -0.14108936224246246}, ""MMR2_Scale"": {""zoom_level"": 1.0841722917545886}}",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are no visible animals in the underwater image.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
03-46-03.jpg,19,"[""MMR5_Shear"", ""MMR4_Downsample""]",2,nan,0.000000,0.943690,"{""MMR5_Shear"": {""h_shear"": 0.11269793005781556}, ""MMR4_Downsample"": {""scale_factor"": 0.9807629705426837}}",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
03-46-03.jpg,20,"[""MMR1_Rotation"", ""MMR5_Shear"", ""MMR3_HistEq"", ""MMR4_Downsample"", ""MMR6_Translate""]",5,nan,0.000000,2.979530,"{""MMR1_Rotation"": {""angle"": -3.4312469558450265}, ""MMR5_Shear"": {""h_shear"": 0.08610909621498691}, ""MMR3_HistEq"": {""clip_limit"": 1.380646380281373}, ""MMR4_Downsample"": {""scale_factor"": 0.964415146343441}, ""MMR6_Translate"": {""h_shift_pct"": -0.029481757157805363}}",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
03-46-03.jpg,21,"[""MMR5_Shear""]",1,nan,0.000000,0.553650,"{""MMR5_Shear"": {""h_shear"": 0.08304751022184073}}",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: A fish is visible in the underwater image.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
03-46-03.jpg,22,"[""MMR5_Shear""]",1,nan,0.000000,0.859308,"{""MMR5_Shear"": {""h_shear"": -0.128896148656186}}",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: A fish is visible in the underwater image.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
03-46-03.jpg,23,"[""MMR1_Rotation"", ""MMR3_HistEq"", ""MMR5_Shear"", ""MMR2_Scale""]",4,nan,0.000000,1.408597,"{""MMR1_Rotation"": {""angle"": 2.3481370748892676}, ""MMR3_HistEq"": {""clip_limit"": 1.131624795241016}, ""MMR5_Shear"": {""h_shear"": 0.05941606048481357}, ""MMR2_Scale"": {""zoom_level"": 1.1233712592444913}}",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
03-46-03.jpg,24,"[""MMR3_HistEq"", ""MMR4_Downsample"", ""MMR2_Scale"", ""MMR5_Shear""]",4,nan,0.000000,3.650943,"{""MMR3_HistEq"": {""clip_limit"": 2.7233401978726297}, ""MMR4_Downsample"": {""scale_factor"": 0.9873415213612866}, ""MMR2_Scale"": {""zoom_level"": 1.2743146715347535}, ""MMR5_Shear"": {""h_shear"": -0.13299531799600814}}",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
03-46-03.jpg,25,"[""MMR6_Translate""]",1,nan,0.000000,0.299043,"{""MMR6_Translate"": {""h_shift_pct"": 0.008971277057344462}}",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: A fish is visible in the underwater image.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
03-46-03.jpg,26,"[""MMR4_Downsample""]",1,nan,0.000000,0.190627,"{""MMR4_Downsample"": {""scale_factor"": 0.9809372851409573}}",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
03-46-03.jpg,27,"[""MMR5_Shear"", ""MMR1_Rotation"", ""MMR3_HistEq"", ""MMR2_Scale""]",4,nan,0.000000,3.663356,"{""MMR5_Shear"": {""h_shear"": 0.11681368564361158}, ""MMR1_Rotation"": {""angle"": -0.7789538600079062}, ""MMR3_HistEq"": {""clip_limit"": 2.8947107546454776}, ""MMR2_Scale"": {""zoom_level"": 1.2502289763808143}}",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are no visible animals in the underwater image.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
03-46-03.jpg,28,"[""MMR6_Translate"", ""MMR4_Downsample"", ""MMR5_Shear"", ""MMR3_HistEq"", ""MMR1_Rotation"", ""MMR2_Scale""]",6,nan,0.000000,3.565050,"{""MMR6_Translate"": {""h_shift_pct"": -0.01841818899667192}, ""MMR4_Downsample"": {""scale_factor"": 0.9032723580203835}, ""MMR5_Shear"": {""h_shear"": -0.14534388724462982}, ""MMR3_HistEq"": {""clip_limit"": 1.228966600853564}, ""MMR1_Rotation"": {""angle"": 3.2281430883879274}, ""MMR2_Scale"": {""zoom_level"": 1.0420838990607848}}",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are no visible animals in the underwater image.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
03-46-03.jpg,29,"[""MMR1_Rotation"", ""MMR6_Translate"", ""MMR4_Downsample""]",3,nan,0.000000,1.483647,"{""MMR1_Rotation"": {""angle"": 2.31730093940911}, ""MMR6_Translate"": {""h_shift_pct"": -0.0017800338990705752}, ""MMR4_Downsample"": {""scale_factor"": 0.9039147462840844}}",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
03-46-03.jpg,30,"[""MMR2_Scale""]",1,nan,0.000000,0.179442,"{""MMR2_Scale"": {""zoom_level"": 1.0538325332039353}}",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are no visible animals in the underwater image.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
